word,layer_0,layer_1,layer_2
labelling,1.0,0.846,0.802
origin,1.0,0.772,0.712
adequately,1.0,0.949,0.906
traced,1.0,1.0,1.0
trace,1.0,0.811,0.742
disagreeable,1.0,1.0,1.0
WTO,1.0,0.943,0.894
enables,1.0,0.839,0.711
gratifying,1.0,0.999,0.999
succeeded,1.0,0.943,0.907
favour,1.0,0.791,0.7
openness,1.0,1.0,1.0
transparency,1.0,0.875,0.825
Himara,1.0,0.872,0.846
democratisation,1.0,0.829,0.8
Albania,1.0,0.965,0.952
incidents,1.0,0.969,0.937
imperative,1.0,0.783,0.76
amnesty,1.0,0.796,0.683
meanwhile,1.0,0.888,0.762
reconstruction,1.0,0.964,0.945
budgetary,1.0,0.683,0.591
meantime,1.0,0.995,0.981
namely,1.0,0.774,0.642
pillar,1.0,0.873,0.794
reinforces,1.0,0.966,0.909
equality,1.0,0.824,0.762
mainstreaming,1.0,0.883,0.862
Knowledge,1.0,1.0,1.0
languages,1.0,0.837,0.777
precursor,1.0,1.0,1.0
mobility,1.0,0.947,0.908
lesson,1.0,0.899,0.883
maritime,1.0,0.878,0.84
shambles,1.0,1.0,1.0
restructured,1.0,0.904,0.879
scrapped,1.0,1.0,0.999
Equality,1.0,1.0,1.0
presidency,1.0,0.72,0.601
dismantled,1.0,0.903,0.873
oral,1.0,0.947,0.888
ES,1.0,0.983,0.972
continent,1.0,0.907,0.89
plain,1.0,0.752,0.61
warm,1.0,0.816,0.76
thank,1.0,0.834,0.787
mess,1.0,0.688,0.641
Secondly,1.0,0.976,0.958
bang,1.0,0.769,0.696
incorporating,1.0,0.943,0.871
militate,1.0,1.0,1.0
merits,1.0,0.951,0.944
contradiction,1.0,0.824,0.799
odds,1.0,0.685,0.593
Worst,1.0,0.937,0.929
comforting,1.0,0.98,0.971
Auditors,1.0,0.85,0.832
chapter,1.0,0.887,0.821
shameful,1.0,0.919,0.895
modernised,1.0,1.0,1.0
practice,1.0,0.763,0.679
disgrace,1.0,0.966,0.948
modernisation,1.0,0.902,0.881
Slovakia,1.0,0.957,0.92
condemned,1.0,0.874,0.812
Czech,1.0,0.693,0.596
wishes,1.0,0.717,0.576
arrangements,1.0,0.965,0.96
Preparatory,1.0,1.0,1.0
registration,1.0,0.859,0.815
preparatory,1.0,0.846,0.775
Session,1.0,0.884,0.873
provisions,1.0,0.85,0.754
accreditation,1.0,0.855,0.848
destined,1.0,1.0,1.0
tabled,1.0,0.909,0.88
dependent,1.0,0.806,0.699
Affairs,1.0,0.84,0.771
rightly,1.0,0.817,0.749
insists,1.0,0.863,0.699
refusal,1.0,0.728,0.623
prohibited,1.0,0.675,0.525
accordance,1.0,0.924,0.889
listened,1.0,0.911,0.911
Exchequer,1.0,0.946,0.904
portrayed,1.0,0.941,0.902
lorry,1.0,0.887,0.833
drivers,1.0,0.739,0.657
Faced,1.0,0.957,0.908
vehicles,1.0,0.864,0.821
loan,1.0,0.707,0.579
guarantees,1.0,0.925,0.882
funded,1.0,0.847,0.774
decreases,1.0,0.717,0.576
equally,1.0,1.0,1.0
recreational,1.0,1.0,1.0
consuming,1.0,1.0,1.0
récréationnelles,1.0,0.868,0.85
preparation,1.0,0.872,0.837
Applause,1.0,1.0,1.0
answered,1.0,0.713,0.674
considerably,1.0,0.817,0.755
enabling,1.0,0.801,0.678
presented,1.0,0.699,0.593
freedoms,1.0,0.873,0.856
efficiency,1.0,0.835,0.741
effectiveness,1.0,0.876,0.799
Action,1.0,0.831,0.78
faint,1.0,0.791,0.752
hearted,1.0,1.0,1.0
replied,1.0,0.848,0.789
repeat,1.0,0.738,0.623
inescapable,1.0,1.0,1.0
poverty,1.0,0.898,0.816
underdevelopment,1.0,0.928,0.847
realities,1.0,0.957,0.917
curiously,1.0,1.0,1.0
attracted,1.0,1.0,1.0
B5,1.0,0.914,0.905
0794/2000,1.0,0.973,0.963
Medina,1.0,0.909,0.901
Linkohr,1.0,0.891,0.863
Fava,1.0,0.974,0.951
Socialists,1.0,0.899,0.83
kidnap,1.0,0.777,0.647
Jesuit,1.0,0.983,0.962
guerillas,1.0,0.993,0.985
0794,1.0,0.922,0.867
Declarations,1.0,1.0,1.0
proceeds,1.0,0.897,0.848
category,1.0,0.806,0.684
partly,1.0,0.694,0.555
refuses,1.0,0.887,0.763
Approval,1.0,0.907,0.862
Minutes,1.0,0.994,0.988
Thirdly,1.0,0.969,0.969
prospects,1.0,0.96,0.94
Denmark,1.0,0.786,0.784
demonstrated,1.0,1.0,1.0
dismantling,1.0,0.956,0.901
deficits,1.0,0.921,0.9
Summit,1.0,0.821,0.762
resumed,1.0,0.875,0.811
Question,1.0,0.911,0.862
H-0886/00,1.0,0.991,0.981
asks,1.0,0.792,0.634
neighbourhood,1.0,0.934,0.917
thoughts,1.0,0.733,0.634
ethics,1.0,0.947,0.945
Do,1.0,0.779,0.732
Austrian,1.0,0.808,0.774
i.e.,1.0,0.748,0.604
passing,1.0,0.776,0.642
bypass,1.0,0.964,0.946
circumvent,1.0,0.971,0.974
ignoring,1.0,0.866,0.833
affirmation,1.0,0.935,0.917
choices,1.0,0.969,0.945
presents,1.0,0.79,0.704
excellent,1.0,0.676,0.579
exemplary,1.0,0.849,0.806
Karamanou,1.0,0.936,0.871
Citizens,1.0,0.926,0.892
Freedoms,1.0,0.959,0.916
scientific,1.0,0.71,0.586
Feira,1.0,0.954,0.928
participating,1.0,0.849,0.697
Stabilisation,1.0,1.0,1.0
Process,1.0,0.909,0.838
applicants,1.0,1.0,1.0
stabilisation,1.0,0.95,0.95
disorder,1.0,0.825,0.741
maintaining,1.0,0.875,0.823
knocking,1.0,0.91,0.857
fold,1.0,0.804,0.74
respectable,1.0,1.0,1.0
protected,1.0,0.73,0.634
topic,1.0,0.809,0.713
Serbia,1.0,0.962,0.946
Yugoslavia,1.0,0.962,0.957
recognising,1.0,0.972,0.977
Furthermore,1.0,0.968,0.931
Policy,1.0,0.884,0.855
Brok,1.0,0.981,0.966
comprehensive,1.0,0.982,0.981
García,1.0,0.947,0.907
Margallo,1.0,0.95,0.925
y,1.0,0.814,0.724
Marfil,1.0,0.904,0.863
commerce,1.0,1.0,1.0
concerns,1.0,0.614,0.441
exchanges,1.0,0.846,0.749
emerges,1.0,0.677,0.558
struggle,1.0,0.662,0.56
foreigners,1.0,0.684,0.537
secretariat,1.0,0.716,0.561
satisfy,1.0,0.903,0.901
persists,1.0,0.824,0.7
borrowed,1.0,0.749,0.636
welcomes,1.0,0.826,0.69
shame,1.0,0.774,0.712
organize,1.0,0.733,0.676
borders,1.0,0.767,0.618
relates,1.0,0.867,0.788
Everyone,1.0,0.892,0.866
describe,1.0,0.832,0.727
Plan,1.0,0.787,0.721
advocating,1.0,1.0,1.0
upward,1.0,0.728,0.591
op,1.0,0.701,0.588
preserving,1.0,0.946,0.93
protecting,1.0,0.922,0.898
decreasing,1.0,0.941,0.928
reducing,1.0,0.904,0.873
foremost,1.0,0.874,0.848
Advance,1.0,0.745,0.689
channel,1.0,0.757,0.662
Cut,1.0,0.671,0.618
projecting,1.0,0.836,0.816
excluded,1.0,0.894,0.81
rotating,1.0,0.757,0.669
printed,1.0,0.712,0.569
eject,1.0,0.828,0.787
phlegm,1.0,0.906,0.922
sputum,1.0,0.874,0.86
expel,1.0,0.772,0.814
describing,1.0,0.858,0.768
explanation,1.0,0.757,0.724
blocking,1.0,0.896,0.83
distinctive,1.0,0.733,0.664
clothing,1.0,0.658,0.554
odor,1.0,0.887,0.889
adopt,1.0,0.79,0.668
dividing,1.0,0.861,0.809
concealing,1.0,0.893,0.844
appearance,1.0,0.701,0.645
bestow,1.0,0.991,0.976
liberating,1.0,1.0,0.999
scent,1.0,0.757,0.754
sharing,1.0,0.837,0.728
boundary,1.0,0.754,0.711
destination,1.0,0.819,0.733
rending,1.0,0.975,0.964
ripping,1.0,0.876,0.867
load,1.0,0.669,0.634
evident,1.0,1.0,1.0
deceive,1.0,0.98,0.933
primer,1.0,0.782,0.774
reasoning,1.0,0.723,0.702
disagreement,1.0,0.916,0.913
examining,1.0,0.955,0.956
assessing,1.0,1.0,1.0
retreat,1.0,0.656,0.54
intentionally,1.0,0.758,0.613
omitting,1.0,1.0,1.0
splitting,1.0,1.0,0.999
incline,1.0,0.808,0.772
relatively,1.0,0.72,0.602
dress,1.0,0.817,0.751
ineffective,1.0,0.887,0.809
touches,1.0,0.765,0.685
novel,1.0,0.658,0.595
stopping,1.0,0.887,0.849
establishing,1.0,0.89,0.842
worthy,1.0,0.78,0.716
entities,1.0,0.757,0.687
prisoner,1.0,0.676,0.541
explaining,1.0,0.928,0.92
designating,1.0,0.944,0.942
Reduce,1.0,0.782,0.766
grinding,1.0,0.845,0.791
bombs,1.0,0.739,0.608
apparent,1.0,0.531,0.479
tense,1.0,0.667,0.547
lure,1.0,0.726,0.625
shield,1.0,0.744,0.649
guess,1.0,0.823,0.775
design,1.0,0.697,0.579
cluster,1.0,0.757,0.602
magnitude,1.0,0.743,0.641
snipping,1.0,0.879,0.846
substituting,1.0,1.0,1.0
obligations,1.0,0.786,0.679
curious,1.0,0.72,0.636
check,1.0,0.716,0.585
pinching,1.0,0.96,0.933
newspapers,1.0,0.831,0.749
comfortable,1.0,0.875,0.78
cozy,1.0,0.988,0.955
coffee,1.0,0.721,0.613
torture,1.0,0.78,0.668
unable,1.0,0.793,0.692
perceiving,1.0,0.965,0.967
fashion,1.0,0.655,0.505
theory,1.0,0.799,0.715
tend,1.0,0.779,0.645
Place,1.0,0.657,0.547
Go,1.0,0.673,0.614
disguising,1.0,1.0,1.0
colliding,1.0,0.829,0.73
Have,1.0,0.672,0.663
experiencer,1.0,0.698,0.629
correct,1.0,0.734,0.614
stating,1.0,0.739,0.648
buses,1.0,0.773,0.692
mentioned,1.0,0.761,0.642
lus,1.0,0.824,0.732
evaluated,1.0,0.905,0.841
prototype,1.0,0.717,0.592
domain,1.0,0.803,0.675
describes,1.0,0.916,0.783
perceiver,1.0,0.731,0.664
linguistic,1.0,0.77,0.706
symbolic,1.0,0.69,0.546
time_of_creation,1.0,0.816,0.779
attempts,1.0,0.677,0.486
denote,1.0,0.863,0.78
birth,1.0,0.65,0.534
cognizer,1.0,0.758,0.672
residents,1.0,0.678,0.559
formal_realization,1.0,0.801,0.728
nouns,1.0,0.851,0.794
alternatively,1.0,0.966,0.875
phrase,1.0,0.773,0.69
denoting,1.0,0.901,0.8
aggregates,1.0,0.846,0.844
repair,1.0,0.761,0.67
attributes,1.0,0.724,0.631
fe,1.0,0.715,0.593
mention,1.0,0.726,0.62
king,1.0,0.737,0.613
leadership,1.0,0.677,0.524
verb,1.0,0.845,0.782
reaching,1.0,0.695,0.511
employer,1.0,0.668,0.57
trajectory,1.0,0.836,0.79
addressee,1.0,0.774,0.746
degrees,1.0,0.735,0.599
agreeable,1.0,0.861,0.824
distance,1.0,0.664,0.535
permanent,1.0,0.651,0.498
semi,1.0,0.588,0.4
external,1.0,0.702,0.565
capable,1.0,0.716,0.594
ear,1.0,0.749,0.673
lexical,1.0,0.728,0.614
state_of_affairs,1.0,0.811,0.716
background,1.0,0.878,0.777
types,1.0,0.748,0.646
noun,1.0,0.764,0.743
prize,1.0,0.761,0.673
artifact,1.0,0.802,0.772
deliberately,1.0,0.723,0.49
intelligent,1.0,0.745,0.626
validity,1.0,0.879,0.824
certainty,1.0,0.849,0.786
reader,1.0,0.782,0.698
creates,1.0,0.875,0.78
fixed,1.0,0.686,0.537
plural,1.0,0.677,0.593
and/or,1.0,0.598,0.457
phrases,1.0,0.825,0.776
interesting,1.0,0.641,0.536
comparison,1.0,0.74,0.635
virtue,1.0,0.74,0.655
organic,1.0,0.68,0.618
refers,1.0,0.848,0.665
combine,1.0,0.76,0.706
artwork,1.0,0.686,0.612
score,1.0,0.778,0.675
Suspected,1.0,0.887,0.816
dismisses,1.0,0.805,0.604
govt,1.0,0.696,0.55
Explosion,1.0,0.805,0.725
Homs,1.0,0.705,0.615
Assad,1.0,0.768,0.692
cities,1.0,0.721,0.6
NATO,1.0,0.782,0.685
Soldier,1.0,0.842,0.79
Killed,1.0,0.865,0.811
Afghan,1.0,0.695,0.553
Attack,1.0,0.668,0.587
spy,1.0,0.663,0.472
warns,1.0,0.835,0.665
boss,1.0,0.682,0.587
bomber,1.0,0.942,0.874
kills,1.0,0.84,0.687
Damascus,1.0,0.74,0.64
bombing,1.0,0.724,0.601
Sachin,1.0,0.851,0.798
Tendulkar,1.0,0.861,0.821
Tropical,1.0,0.93,0.835
PM,1.0,0.737,0.589
Obama,1.0,0.744,0.651
Philippines,1.0,0.723,0.621
calm,1.0,0.64,0.484
Teenager,1.0,0.864,0.821
Turkey,1.0,0.626,0.53
Netanyahu,1.0,0.745,0.64
Greece,1.0,0.678,0.586
Wins,1.0,0.789,0.656
Presidential,1.0,0.766,0.7
Election,1.0,0.784,0.739
Polls,1.0,0.823,0.722
Suicide,1.0,0.884,0.835
NW,1.0,0.93,0.821
quits,1.0,0.802,0.634
Assange,1.0,0.783,0.672
Plans,1.0,0.816,0.679
Annan,1.0,0.82,0.717
Olympics,1.0,0.719,0.653
activist,1.0,0.764,0.639
promises,1.0,0.726,0.548
Storm,1.0,0.785,0.713
Isaac,1.0,0.802,0.722
jobless,1.0,0.81,0.72
stays,1.0,0.706,0.498
rockets,1.0,0.75,0.659
Arrested,1.0,0.732,0.633
Savile,1.0,0.729,0.66
Probe,1.0,0.672,0.596
Romney,1.0,0.807,0.744
Troops,1.0,0.834,0.79
marine,1.0,0.717,0.573
policeman,1.0,0.683,0.565
Coptic,1.0,0.795,0.731
Pope,1.0,0.731,0.659
Confirms,1.0,0.776,0.596
Death,1.0,0.807,0.718
confirms,1.0,0.793,0.606
Mali,1.0,0.657,0.561
asylum,1.0,0.719,0.618
seekers,1.0,0.746,0.672
monitors,1.0,0.728,0.572
Gunman,1.0,0.877,0.816
Orleans,1.0,0.778,0.699
Nuclear,1.0,0.765,0.722
mourns,1.0,0.787,0.667
flock,1.0,0.636,0.474
Middle,1.0,0.853,0.75
Jet,1.0,0.727,0.621
Crashes,1.0,0.855,0.808
Into,1.0,0.74,0.664
Apartment,1.0,0.885,0.87
dies,1.0,0.798,0.676
collapses,1.0,0.732,0.645
toll,1.0,0.833,0.711
Congo,1.0,0.694,0.608
Dead,1.0,0.792,0.72
Arms,1.0,0.731,0.688
Blasts,1.0,0.84,0.792
Journalists,1.0,0.835,0.767
Secret,1.0,0.801,0.721
Morsi,1.0,0.747,0.633
Mandela,1.0,0.776,0.692
sectarian,1.0,0.82,0.661
clashes,1.0,0.731,0.622
Lebanon,1.0,0.722,0.647
Gains,1.0,0.825,0.733
Raises,1.0,0.808,0.749
Over,1.0,0.64,0.517
seeks,1.0,0.822,0.667
refugees,1.0,0.779,0.706
quake,1.0,0.8,0.731
USGS,1.0,0.968,0.94
hunger,1.0,0.805,0.703
striker,1.0,0.767,0.689
Hezbollah,1.0,0.708,0.593
drone,1.0,0.858,0.77
captures,1.0,0.694,0.485
Doctor,1.0,0.753,0.664
Murray,1.0,0.719,0.659
v,1.0,0.607,0.435
Opening,1.0,0.775,0.684
quakes,1.0,0.799,0.732
Case,1.0,0.719,0.665
NY,1.0,0.638,0.537
strengthens,1.0,0.92,0.861
nears,1.0,0.616,0.432
pct,1.0,0.783,0.723
Cyprus,1.0,0.716,0.595
defects,1.0,0.841,0.783
riots,1.0,0.726,0.618
massacre,1.0,0.743,0.649
Islamists,1.0,0.811,0.719
Militants,1.0,0.723,0.622
stolen,1.0,0.68,0.563
resigns,1.0,0.818,0.688
airstrikes,1.0,0.753,0.656
condemns,1.0,0.877,0.733
Coast,1.0,0.731,0.666
Sarkozy,1.0,0.78,0.691
Must,1.0,0.78,0.74
Reads,1.0,0.916,0.909
2012,1.0,0.662,0.553
Tel,1.0,0.848,0.778
Aviv,1.0,0.806,0.735
Senior,1.0,0.91,0.801
urges,1.0,0.82,0.634
Timor,1.0,0.862,0.797
tells,1.0,0.713,0.527
Kills,1.0,0.801,0.713
Least,1.0,0.761,0.657
wedding,1.0,0.762,0.693
Plane,1.0,0.768,0.694
Erdogan,1.0,0.814,0.732
Somalia,1.0,0.716,0.622
teachers,1.0,0.709,0.592
poses,1.0,0.811,0.714
2013,1.0,0.781,0.707
Found,1.0,0.77,0.683
Crash,1.0,0.748,0.681
truce,1.0,0.754,0.67
prostitution,1.0,0.761,0.666
yuan,1.0,0.961,0.95
USD,1.0,0.867,0.855
Tibetan,1.0,0.809,0.761
Mumbai,1.0,0.712,0.581
2nd,1.0,0.628,0.498
teen,1.0,0.714,0.584
Attacks,1.0,0.715,0.633
Activist,1.0,0.822,0.742
Lebanese,1.0,0.644,0.53
tank,1.0,0.729,0.572
Aleppo,1.0,0.794,0.741
Syrians,1.0,0.705,0.622
braces,1.0,0.914,0.837
approves,1.0,0.846,0.661
Breivik,1.0,0.764,0.692
Fear,1.0,0.637,0.555
Trial,1.0,0.711,0.653
Hollande,1.0,0.793,0.766
Libyan,1.0,0.737,0.614
Kenya,1.0,0.613,0.509
unrest,1.0,0.702,0.598
Down,1.0,0.668,0.6
Dies,1.0,0.854,0.815
Bangladesh,1.0,0.745,0.656
Muslims,1.0,0.812,0.722
Drone,1.0,0.757,0.683
Cairo,1.0,0.729,0.643
Low,1.0,0.616,0.541
Girl,1.0,0.81,0.752
caucuses,1.0,0.911,0.874
rejects,1.0,0.828,0.639
Algerian,1.0,0.708,0.577
Blast,1.0,0.728,0.639
Bomb,1.0,0.814,0.735
Nadal,1.0,0.824,0.79
uk,1.0,0.634,0.516
Istanbul,1.0,0.717,0.626
silent,1.0,0.63,0.512
flee,1.0,0.781,0.63
extradition,1.0,0.762,0.644
jolts,1.0,0.86,0.796
Gunmen,1.0,0.924,0.871
Clash,1.0,0.705,0.598
Crisis,1.0,0.74,0.687
Waziristan,1.0,0.961,0.956
Victory,1.0,0.616,0.532
Protests,1.0,0.769,0.676
pact,1.0,0.74,0.651
Set,1.0,0.682,0.588
Eurozone,1.0,0.868,0.835
absolute,1.0,0.577,0.406
clash,1.0,0.749,0.625
Strauss,1.0,0.803,0.742
End,1.0,0.679,0.59
embassy,1.0,0.831,0.718
AP,1.0,0.743,0.69
roads,1.0,0.718,0.654
Russians,1.0,0.747,0.657
Amid,1.0,0.85,0.689
endorses,1.0,0.779,0.602
Iranian,1.0,0.689,0.564
tourists,1.0,0.816,0.744
Senator,1.0,0.851,0.755
Neil,1.0,0.817,0.731
Mitt,1.0,0.839,0.756
SW,1.0,0.858,0.754
Santorum,1.0,0.815,0.718
Opens,1.0,0.761,0.671
Sail,1.0,0.854,0.84
highlights,1.0,0.729,0.616
hostage,1.0,0.721,0.586
acquitted,1.0,0.834,0.764
Airlines,1.0,0.791,0.688
pledges,1.0,0.857,0.692
Front,1.0,0.718,0.623
Bradley,1.0,0.738,0.673
upholds,1.0,0.886,0.759
sentences,1.0,0.688,0.518
Ghana,1.0,0.572,0.475
Ends,1.0,0.746,0.676
bailout,1.0,0.757,0.679
agrees,1.0,0.869,0.703
Haiti,1.0,0.733,0.627
Proposal,1.0,0.718,0.686
Talks,1.0,0.747,0.696
2007,1.0,0.731,0.592
Anti,1.0,0.871,0.74
Film,1.0,0.743,0.694
Documents,1.0,0.695,0.633
airstrike,1.0,0.82,0.761
Sri,1.0,0.792,0.669
Lanka,1.0,0.763,0.656
Urges,1.0,0.87,0.792
Sudan,1.0,0.652,0.591
B,1.0,0.822,0.703
Dozens,1.0,0.913,0.869
Holmes,1.0,0.711,0.628
accuses,1.0,0.854,0.696
evacuation,1.0,0.766,0.669
Pussy,1.0,0.794,0.712
Riot,1.0,0.77,0.683
Warns,1.0,0.846,0.72
renews,1.0,0.763,0.56
Rape,1.0,0.746,0.699
Iron,1.0,0.796,0.697
ink,1.0,0.646,0.53
Mursi,1.0,0.806,0.701
Kill,1.0,0.802,0.742
pleads,1.0,0.898,0.793
Djokovic,1.0,0.749,0.661
golden,1.0,0.723,0.567
fiction,1.0,0.791,0.71
writer,1.0,0.617,0.523
M,1.0,0.748,0.632
Osama,1.0,0.762,0.654
Bin,1.0,0.771,0.705
Laden,1.0,0.789,0.711
historic,1.0,0.633,0.434
pilot,1.0,0.767,0.618
insane,1.0,0.741,0.634
Sex,1.0,0.722,0.687
Scores,1.0,0.814,0.729
Eight,1.0,0.672,0.608
floods,1.0,0.677,0.546
farm,1.0,0.674,0.536
Focus,1.0,0.713,0.628
Heavy,1.0,0.881,0.814
dilemma,1.0,0.719,0.664
FM,1.0,0.765,0.628
rescued,1.0,0.842,0.728
recession,1.0,0.721,0.653
doping,1.0,0.773,0.706
avalanche,1.0,0.759,0.685
Facebook,1.0,0.714,0.627
pretty,1.0,0.627,0.481
Room,1.0,0.761,0.707
Shooting,1.0,0.727,0.672
Nato,1.0,0.79,0.691
4th,1.0,0.594,0.477
Philip,1.0,0.714,0.644
+,1.0,0.637,0.442
cares,1.0,0.837,0.778
girlfriend,1.0,0.735,0.653
Us,1.0,0.805,0.803
Sanctions,1.0,0.828,0.792
expands,1.0,0.731,0.498
Brazil,1.0,0.766,0.685
Are,1.0,0.582,0.533
Voting,1.0,0.73,0.612
tough,1.0,0.649,0.527
Thailand,1.0,0.602,0.52
weighs,1.0,0.762,0.563
delay,1.0,0.765,0.595
Voice,1.0,0.749,0.675
transfer,1.0,0.676,0.524
Zimmerman,1.0,0.711,0.623
Trayvon,1.0,0.745,0.664
hostages,1.0,0.74,0.628
Manchester,1.0,0.756,0.664
Reveal,1.0,0.641,0.615
Life,1.0,0.737,0.661
Libya,1.0,0.713,0.595
delays,1.0,0.737,0.553
lashes,1.0,0.717,0.58
reactor,1.0,0.736,0.648
switches,1.0,0.709,0.608
Ryanair,1.0,0.767,0.666
hails,1.0,0.787,0.604
weakens,1.0,0.933,0.888
leads,1.0,0.696,0.463
Unrest,1.0,0.727,0.641
waters,1.0,0.797,0.734
journalist,1.0,0.734,0.57
Station,1.0,0.787,0.685
Up,1.0,0.607,0.543
Million,1.0,0.67,0.607
Opposition,1.0,0.698,0.617
Questions,1.0,0.73,0.711
KL,1.0,0.933,0.892
kidnapped,1.0,0.758,0.643
Afghans,1.0,0.712,0.607
sees,1.0,0.68,0.518
trip,1.0,0.712,0.643
ally,1.0,0.686,0.52
reforms,1.0,0.744,0.631
zone,1.0,0.696,0.527
sells,1.0,0.785,0.577
Brown,1.0,0.7,0.648
ca,1.0,0.768,0.725
Berlin,1.0,0.771,0.617
Pak,1.0,0.763,0.63
answers,1.0,0.717,0.616
N,1.0,0.795,0.685
motorway,1.0,0.753,0.656
Votes,1.0,0.843,0.757
Bain,1.0,0.778,0.707
Livestrong,1.0,0.692,0.598
ignore,1.0,0.708,0.638
rating,1.0,0.699,0.552
uniform,1.0,0.768,0.681
delayed,1.0,0.675,0.495
memorial,1.0,0.743,0.68
Arrest,1.0,0.69,0.575
Maldives,1.0,0.801,0.747
Son,1.0,0.815,0.705
Work,1.0,0.663,0.582
slams,1.0,0.727,0.523
Northeast,1.0,0.891,0.823
buildings,1.0,0.711,0.599
Roadside,1.0,0.969,0.94
postpones,1.0,0.825,0.662
ceasefire,1.0,0.743,0.616
Twitter,1.0,0.707,0.626
Venezuelan,1.0,0.709,0.603
terrorists,1.0,0.77,0.701
revenge,1.0,0.699,0.589
DealBook,1.0,0.96,0.913
mortar,1.0,0.765,0.635
Bombs,1.0,0.833,0.741
gunman,1.0,0.812,0.737
Rebels,1.0,0.685,0.579
ambush,1.0,0.7,0.518
easiest,1.0,0.838,0.783
 ,1.0,0.727,0.624
mexico,1.0,0.696,0.595
spain,1.0,0.737,0.609
osce,1.0,0.744,0.658
cfe,1.0,0.768,0.634
executed,1.0,0.66,0.524
heroin,1.0,0.881,0.772
hell,1.0,0.755,0.619
british,1.0,0.697,0.541
russia,1.0,0.721,0.604
nato,1.0,0.679,0.58
europe,1.0,0.739,0.642
suspend,1.0,0.848,0.714
ratify,1.0,0.905,0.833
withdraw,1.0,0.803,0.661
soviet,1.0,0.679,0.565
moldova,1.0,0.881,0.884
georgia,1.0,0.856,0.798
withdraws,1.0,0.9,0.812
2008,1.0,0.74,0.573
2009,1.0,0.683,0.559
traffickers,1.0,0.849,0.694
proliferation,1.0,0.688,0.567
afghanistan,1.0,0.72,0.613
cyber,1.0,0.767,0.602
iran,1.0,0.678,0.554
islamic,1.0,0.701,0.578
tanks,1.0,0.823,0.737
african,1.0,0.708,0.643
u.n,1.0,0.855,0.71
pakistan,1.0,0.796,0.727
putin,1.0,0.837,0.754
vladimir,1.0,0.917,0.853
myanmar,1.0,0.775,0.667
nicaragua,1.0,0.866,0.809
executions,1.0,0.81,0.7
japanese,1.0,0.692,0.544
japan,1.0,0.705,0.592
korea,1.0,0.815,0.767
iaea,1.0,0.867,0.79
enhance,1.0,0.827,0.701
french,1.0,0.696,0.583
iranian,1.0,0.705,0.574
ratified,1.0,0.94,0.895
opium,1.0,0.841,0.749
that--,1.0,0.846,0.627
organized,1.0,0.736,0.553
lasted,1.0,0.909,0.898
aimed,1.0,0.848,0.724
china,1.0,0.741,0.588
syria,1.0,0.815,0.653
chinese,1.0,0.696,0.574
korean,1.0,0.667,0.563
washington,1.0,0.657,0.56
britain,1.0,0.526,0.391
kashmir,1.0,0.828,0.729
india,1.0,0.708,0.551
israel,1.0,0.634,0.535
i,1.0,0.712,0.719
iraq,1.0,0.701,0.589
london,1.0,0.885,0.768
vietnam,1.0,0.653,0.522
stated--,1.0,0.881,0.667
collaboration,1.0,0.769,0.659
american,1.0,0.599,0.48
page,1.0,0.7,0.592
april,1.0,0.602,0.485
france,1.0,0.701,0.598
saudi,1.0,0.789,0.637
arabia,1.0,0.773,0.636
u.s,1.0,0.889,0.7
africa,1.0,0.742,0.658
website,1.0,0.742,0.637
institute,1.0,0.732,0.51
plutonium,1.0,0.906,0.838
indian,1.0,0.672,0.557
satellites,1.0,0.814,0.725
estonia,1.0,0.729,0.605
typhoon,1.0,0.746,0.636
hanged,1.0,0.885,0.782
embargo,1.0,0.792,0.695
education,1.0,0.65,0.494
jordan,1.0,0.752,0.628
criminals,1.0,0.742,0.689
reasonable,1.0,0.64,0.496
belgium,1.0,0.687,0.595
germany,1.0,0.641,0.555
italy,1.0,0.734,0.594
siemens,1.0,0.783,0.719
reviewed,1.0,0.751,0.634
hacking,1.0,0.805,0.671
liberal,1.0,0.655,0.613
ahmad,1.0,0.78,0.679
smuggling,1.0,0.803,0.714
israeli,1.0,0.744,0.705
REQUIREMENTS,1.0,0.957,0.947
OK,1.0,0.696,0.612
Originally,1.0,0.947,0.92
Posted,1.0,0.965,0.936
Imagine,1.0,0.985,0.973
NOT,1.0,0.733,0.647
Well,1.0,0.829,0.743
Neener,1.0,0.859,0.869
Hi,1.0,0.787,0.724
Jews,1.0,0.767,0.704
Why,1.0,0.889,0.843
wonders,1.0,0.998,0.981
Z,1.0,0.785,0.698
morals,1.0,0.796,0.746
ha,1.0,0.94,0.94
Titanic,1.0,0.778,0.646
Should,1.0,0.929,0.902
helpful,1.0,0.682,0.595
guest,1.0,0.761,0.671
english,1.0,0.67,0.569
Chuck,1.0,0.761,0.664
Does,1.0,0.816,0.767
Got,1.0,0.799,0.78
stories,1.0,0.739,0.65
stupid,1.0,0.694,0.634
IS,1.0,0.67,0.545
THE,1.0,0.773,0.747
nullification,1.0,0.851,0.756
amazing,1.0,0.643,0.527
nukes,1.0,0.85,0.804
Shot,1.0,0.739,0.66
ok,1.0,0.763,0.722
'd,1.0,0.813,0.774
Again,1.0,0.768,0.659
nonsensical,1.0,0.999,0.997
rear,1.0,0.712,0.65
logic,1.0,0.59,0.534
Read,1.0,0.701,0.643
u,1.0,0.648,0.615
Or,1.0,0.769,0.752
iceberg,1.0,0.915,0.881
Out,1.0,0.597,0.577
